pk_order_no,pk_order_item_no,order_type,order_type_gen_descr,order_category,sales_org,distr_channel,sold_to_party,ship_to_party,payer,material_no,storage_location,delivery_plant_code,order_doc_date,order_doc_time,order_doc_datetime,item_create_date,item_create_time,item_create_datetime,item_update_date,initial_req_del_date,cust_req_del_date,sys_cfm_del_date,cfm_material_avail_date,cfm_goods_issue_date,tgt_material_avail_date,tgt_goods_issue_date,tgt_del_date,planned_material_avail_date,planned_goods_issue_date,planned_del_date,downgrade_date,downgrade_time,pricing_date,overall_item_status,item_del_status,item_related_bill_status,overall_item_delivery_status,item_packing_status,item_goods_mvmt_status,item_del_related_bill_status,item_reject_status,item_type,item_category,sales_distr,document_currency,local_currency,product_attribute,material_entered,order_material_descr,cust_material_no,target_quantity,material_sold_sales_unit,base_unit_meas,cond_ref_unit_meas,parent_doc_no,parent_doc_item_no,price_list,price_group,cust_pricing_group,cond_pricing_unit,pricing_cond_subtotal_1,pricing_cond_subtotal_2,pricing_cond_subtotal_3,pricing_cond_subtotal_4,pricing_cond_subtotal_5,pricing_cond_subtotal_6,reject_reason,cust_po_item_no,shipping_point,del_route,wbs_element,incoterm,incoterm2,payment_term,cust_vendor_contact,item_create_by,is_bill_block_order_item,del_block_schedule_line,del_block_order,exchange_rate,net_value,net_price,item_qty,item_del_qty,item_bill_qty,item_goods_issue_qty,daily_exchange_rate,net_value_lc,net_value_gc,is_open_order,open_del_qty,order_qty_wo_del,open_order_qty,goods_issued_value,order_value_wo_del,order_value_wo_del_lc,order_value_wo_del_gc,billing_value,open_order_value,open_order_value_lc,open_order_value_gc,backorder_value_tgid,backorder_value_tgid_lc,backorder_value_tgid_gc,backorder_value_tmad,backorder_value_tmad_lc,backorder_value_tmad_gc,open_order_val_credit_blocked,open_order_val_credit_blocked_lc,open_order_val_credit_blocked_gc,open_order_val_del_header_blocked,open_order_val_del_header_blocked_lc,open_order_val_del_header_blocked_gc,open_order_val_del_item_blocked,open_order_val_del_item_blocked_lc,open_order_val_del_item_blocked_gc,open_order_val_bill_blocked,open_order_val_bill_blocked_lc,open_order_val_bill_blocked_gc,open_order_val_blocked,open_order_val_blocked_lc,open_order_val_blocked_gc,open_order_val_unblocked,open_order_val_unblocked_lc,open_order_val_unblocked_gc,backorder_value_unblocked,backorder_value_unblocked_lc,backorder_value_unblocked_gc,open_order_block_ind,open_order_del_block_header_ind,open_order_del_block_item_ind,open_order_bill_block_ind,is_backorder,distr_channel_pl,etl_load_time,erdat_pmonth
2001176757,000290,ZSO,Standard,C,CN20,G1,0118004312,0118403458,0118004312,0986T11033HDU,,66A1,20231220,133117,2023-12-20 13:31:17,20231220,133126,2023-12-20 13:31:26,00000000,20231220,20231220,20231229,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231229,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986T11033,后刹车片,BR-BO-BDTSCP|42,0,SET,SET,SET,,000000,,O4,QC,1,177.26,177.26,177.26,0.00,0.00,0.00,,000290,66A1,XIRRN4,00000000,DAP,Delivered At Place,R259,465897627,EDI/API,,"""""",,1.00000,177.26,88.63,2.00,2.00,0.00,0.00,-7.82310,177.26,22.66,Y,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,177.26,177.26,22.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,177.26,22.66,177.26,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176744,000050,ZSO,Standard,C,CN20,G1,0118004312,0118403887,0118004312,0986T149217CE,,66A1,20231220,133059,2023-12-20 13:30:59,20231220,133059,2023-12-20 13:30:59,00000000,20231220,20231220,20231229,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231229,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986T14921,前刹车片,BR-BOSCH-SPECF|35,0,SET,SET,SET,,000000,,O4,QC,1,139.08,139.08,139.08,0.00,0.00,0.00,,000050,66A1,CGQRN4,00000000,DAP,Delivered At Place,R259,465897228,EDI/API,,"""""",,1.00000,139.08,69.54,2.00,2.00,0.00,0.00,-7.82310,139.08,17.78,Y,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,139.08,139.08,17.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.08,17.78,139.08,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176595,000260,ZSO,Standard,C,CN20,G1,0118005018,0118403718,0118005018,0241145523EFU,,66A1,20231219,105314,2023-12-19 10:53:14,20231219,105314,2023-12-19 10:53:14,00000000,20231219,20231219,20231229,20231219,20231221,20231219,20231221,20231219,20231219,20231221,20231229,00000000,,20231219,C,C,,C,,,,A,,ZSO,SCN12,CNY,CNY,,0241145523,双铂金火花塞,,0,EA,EA,EA,,000000,,W1,P1,1,1553.40,1553.40,1553.40,0.00,0.00,0.00,,000260,66A1,KMGRN4,00000000,DAP,Delivered At Place,D495,,BCP,,"""""",,1.00000,1553.40,25.89,60.00,60.00,0.00,0.00,-7.78930,1553.40,199.43,Y,60.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,1553.40,1553.40,199.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1553.40,199.43,1553.40,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176760,000040,ZSO,Standard,C,CN20,G1,0118004312,0118403456,0118004312,3397110006HR1,,66A1,20231220,133128,2023-12-20 13:31:28,20231220,133128,2023-12-20 13:31:28,00000000,20231220,20231220,20240403,20240327,20240329,20231220,20231222,20231220,20240327,20240329,20240403,00000000,,20231220,A,A,,A,,,,A,,ZSO,KAM3,CNY,CNY,X,3397110006,雨刮片,WP-BO-SHENYITZ|17,0,SET,SET,SET,,000000,,O4,QC,1,760.00,760.00,760.00,0.00,0.00,0.00,,000040,66A1,TNARN4,00000000,DAP,Delivered At Place,R259,465897928,EDI/API,,"""""",,1.00000,760.00,152.00,5.00,0.00,0.00,0.00,-7.82310,760.00,97.15,Y,0.00,5.00,5.00,0.00,760.00,760.00,97.15,0.00,760.00,760.00,97.15,0.00,0.00,0.00,760.00,760.00,97.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,760.00,97.15,760.00,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176704,000760,ZSO,Standard,C,CN20,G1,0118005858,0118404150,0118005858,0986T11055HDU,,66A1,20231219,170731,2023-12-19 17:07:31,20231219,170731,2023-12-19 17:07:31,00000000,20231219,20231219,20231227,20231219,20231221,20231219,20231221,20231219,20231219,20231221,20231227,00000000,,20231219,C,C,,C,,,,A,,ZSO,SCN11,CNY,CNY,,0986T11055,后刹车片,,0,SET,SET,SET,,000000,,G3,CJ,1,321.45,321.45,321.45,0.00,0.00,0.00,,000760,66A1,BEIRN4,00000000,DAP,Delivered at Place,D495,,BCP,,"""""",,1.00000,321.45,107.15,3.00,3.00,0.00,0.00,-7.78930,321.45,41.27,Y,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,321.45,321.45,41.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,321.45,41.27,321.45,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176768,000060,ZSO,Standard,C,CN20,G1,0118004312,0118403462,0118004312,0986T149217CE,,66A1,20231220,133138,2023-12-20 13:31:38,20231220,133138,2023-12-20 13:31:38,00000000,20231220,20231220,20231227,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231227,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986T14921,前刹车片,BR-BOSCH-SPECF|35,0,SET,SET,SET,,000000,,O4,QC,1,556.32,556.32,556.32,0.00,0.00,0.00,,000060,66A1,KHNRN4,00000000,DAP,Delivered At Place,R259,465898497,EDI/API,,"""""",,1.00000,556.32,69.54,8.00,8.00,0.00,0.00,-7.82310,556.32,71.11,Y,8.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,556.32,556.32,71.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,556.32,71.11,556.32,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176758,000130,ZSO,Standard,C,CN20,G1,0118004312,0118403464,0118004312,0986AB9430HDU,,66A1,20231220,133124,2023-12-20 13:31:24,20231220,133124,2023-12-20 13:31:24,00000000,20231220,20231220,20231229,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231229,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986AB9430,后刹车片,BR-BO-SCP|85,0,SET,SET,SET,,000000,,O4,QC,1,369.28,369.28,369.28,0.00,0.00,0.00,,000130,66A1,NNGRN3,00000000,DAP,Delivered At Place,R259,465897276,EDI/API,,"""""",,1.00000,369.28,92.32,4.00,4.00,0.00,0.00,-7.82310,369.28,47.20,Y,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,369.28,369.28,47.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,369.28,47.20,369.28,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176663,000070,ZSO,Standard,C,CN20,G1,0118005822,0118404109,0118005822,0986AF3429KZ7,,66A1,20231219,143115,2023-12-19 14:31:15,20231219,143115,2023-12-19 14:31:15,00000000,20231219,20231219,20231222,20231219,20231221,20231219,20231221,20231219,20231219,20231221,20231222,00000000,,20231219,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986AF3429,空气滤清器,,0,EA,EA,EA,,000000,,O1,TM,1,337.92,337.92,337.92,0.00,0.00,0.00,,000070,66A1,SHARN3,00000000,DAP,Delivered at Place,D495,,BCP,,"""""",,1.00000,337.92,14.08,24.00,24.00,0.00,0.00,-7.78930,337.92,43.38,Y,24.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,337.92,337.92,43.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,337.92,43.38,337.92,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176612,000160,ZSO,Standard,C,CN20,G1,0118006648,0118404726,0118006648,0092S47344WRE,,66A1,20231219,131358,2023-12-19 13:13:58,20231219,131358,2023-12-19 13:13:58,00000000,20231219,20240104,20240125,20240118,20240122,20231227,20231229,20240104,20240118,20240122,20240125,00000000,,20231219,A,A,,A,,,,A,,ZSO,SCN12,CNY,CNY,,0092S47344,蓄电池_SLI_20-80,,0,EA,EA,EA,,000000,,G3,CJ,1,12475.44,12475.44,12475.44,0.00,0.00,0.00,,000160,66A1,FOCDN4,00000000,DAP,Delivered at plcae,D554,,BCP,,"""""",,1.00000,12475.44,346.54,36.00,0.00,0.00,0.00,-7.78930,12475.44,1601.61,Y,0.00,36.00,36.00,0.00,12475.44,12475.44,1601.61,0.00,12475.44,12475.44,1601.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12475.44,1601.61,12475.44,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176702,001390,ZSO,Standard,C,CN20,G1,0118005858,0118404150,0118005858,0986AB2746HDU,,66A1,20231219,165736,2023-12-19 16:57:36,20231219,165736,2023-12-19 16:57:36,00000000,20231219,20231219,20231227,20231219,20231221,20231219,20231221,20231219,20231219,20231221,20231227,00000000,,20231219,C,C,,C,,,,A,,ZSO,SCN11,CNY,CNY,,0986AB2746,前刹车片,,0,SET,SET,SET,,000000,,G3,CJ,1,385.50,385.50,385.50,0.00,0.00,0.00,,001390,66A1,BEIRN4,00000000,DAP,Delivered at Place,D495,,BCP,,"""""",,1.00000,385.50,192.75,2.00,2.00,0.00,0.00,-7.78930,385.50,49.49,Y,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,385.50,385.50,49.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,385.50,49.49,385.50,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176742,000060,ZSO,Standard,C,CN20,G1,0118000652,0118402616,0118000652,0092S47352WRT,,66A1,20231220,132643,2023-12-20 13:26:43,20231220,132643,2023-12-20 13:26:43,20231220,20231220,20231220,20231226,20231220,20231222,20231222,20231226,20231228,20231222,20231226,20231228,00000000,,20231220,C,C,,C,,,,A,,ZSO,KZCOM,CNY,CNY,,0092S47352,蓄电池_MF_55B24L,7688386,0,EA,EA,EA,,000000,,G1,CJ,1,3322.65,3322.65,3322.65,0.00,0.00,0.00,,000006,66A1,HFEDN4,00000000,DAP,Delivered At Place,D118,,EDI/API,,"""""",,1.00000,3322.65,195.45,17.00,17.00,0.00,0.00,-7.82310,3322.65,424.72,Y,17.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,3322.65,3322.65,424.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3322.65,424.72,3322.65,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176769,000180,ZSO,Standard,C,CN20,G1,0118004312,0118403469,0118004312,3397016330HTD,,66A1,20231220,133135,2023-12-20 13:31:35,20231220,133135,2023-12-20 13:31:35,00000000,20231220,20231220,20231226,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231226,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,3397016330,雨刮片,WP-BOSCH-U|22,0,EA,EA,EA,,000000,,O4,QC,1,111.25,111.25,111.25,0.00,0.00,0.00,,000180,66A1,TAORN4,00000000,DAP,Delivered At Place,R259,465897462,EDI/API,,"""""",,1.00000,111.25,22.25,5.00,5.00,0.00,0.00,-7.82310,111.25,14.22,Y,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,111.25,111.25,14.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111.25,14.22,111.25,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176670,000710,ZSO,Standard,C,CN20,G1,0118006073,0118404428,0118006073,0986T11042HDU,,66A1,20231219,145223,2023-12-19 14:52:23,20231219,145223,2023-12-19 14:52:23,00000000,20231219,20231219,20231222,20231219,20231221,20231219,20231221,20231219,20231219,20231221,20231222,00000000,,20231219,C,C,,C,,,,A,,ZSO,SCN13,CNY,CNY,,0986T11042,前刹车片,,0,SET,SET,SET,,000000,,G2,CJ,1,107.78,107.78,107.78,0.00,0.00,0.00,,000710,66A1,SHARN3,00000000,DAP,Delivered at Place,D118,,BCP,,"""""",,1.00000,107.78,107.78,1.00,1.00,0.00,0.00,-7.78930,107.78,13.84,Y,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,107.78,107.78,13.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107.78,13.84,107.78,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176798,000070,ZSO,Standard,C,CN20,G1,0118005822,0118404077,0118005822,339701603GKZ7,,66A1,20231220,145819,2023-12-20 14:58:19,20231220,145819,2023-12-20 14:58:19,00000000,20231220,20240104,20240104,20231229,20240103,20231229,20240103,20240104,20231229,20240103,20240104,00000000,,20231220,A,A,,A,,,,A,,ZSO,KAM3,CNY,CNY,,339701603G,雨刮片,,0,EA,EA,EA,,000000,,O1,TM,1,5040.00,5040.00,5040.00,0.00,0.00,0.00,,000070,66A1,SHARN3,00000000,DAP,Delivered at Place,D495,,BCP,,"""""",,1.00000,5040.00,25.20,200.00,0.00,0.00,0.00,-7.82310,5040.00,644.25,Y,0.00,200.00,200.00,0.00,5040.00,5040.00,644.25,0.00,5040.00,5040.00,644.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5040.00,644.25,5040.00,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176775,000650,ZSO,Standard,C,CN20,G1,0118004312,0118403468,0118004312,0986T11038HDU,,66A1,20231220,133157,2023-12-20 13:31:57,20231220,133208,2023-12-20 13:32:08,00000000,20231220,20231220,20231226,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231226,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986T11038,后刹车片,BR-BO-BDTSCP|43,0,SET,SET,SET,,000000,,O4,QC,1,349.92,349.92,349.92,0.00,0.00,0.00,,000650,66A1,WUURN4,00000000,DAP,Delivered At Place,R259,465898221,EDI/API,,"""""",,1.00000,349.92,174.96,2.00,2.00,0.00,0.00,-7.82310,349.92,44.73,Y,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,349.92,349.92,44.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,349.92,44.73,349.92,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176773,000510,ZSO,Standard,C,CN20,G1,0118004312,0118403448,0118004312,0986T149167CE,,66A1,20231220,133153,2023-12-20 13:31:53,20231220,133153,2023-12-20 13:31:53,00000000,20231220,20231220,20231227,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231227,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,X,0986T14916,前刹车片,BR-BOSCH-SPECF|32,0,SET,SET,SET,,000000,,O4,QC,1,167.14,167.14,167.14,0.00,0.00,0.00,,000510,66A1,XMNRN4,00000000,DAP,Delivered At Place,R259,465898101,EDI/API,,"""""",,1.00000,167.14,83.57,2.00,2.00,0.00,0.00,-7.82310,167.14,21.36,Y,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,167.14,167.14,21.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.14,21.36,167.14,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176768,000190,ZSO,Standard,C,CN20,G1,0118004312,0118403462,0118004312,0986T149397CE,,66A1,20231220,133138,2023-12-20 13:31:38,20231220,133150,2023-12-20 13:31:50,00000000,20231220,20231220,20231227,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231227,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986T14939,前刹车片,BR-BOSCH-SPECF|46,0,SET,SET,SET,,000000,,O4,QC,1,291.04,291.04,291.04,0.00,0.00,0.00,,000190,66A1,KHNRN4,00000000,DAP,Delivered At Place,R259,465898510,EDI/API,,"""""",,1.00000,291.04,72.76,4.00,4.00,0.00,0.00,-7.82310,291.04,37.20,Y,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,291.04,291.04,37.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,291.04,37.20,291.04,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176800,000310,ZSO,Standard,C,CN20,G1,0118000411,0118402883,0118000411,0986AB1670HDU,,66A1,20231220,150639,2023-12-20 15:06:39,20231220,150639,2023-12-20 15:06:39,00000000,20231220,20231220,20231227,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231227,00000000,,20231220,C,C,,C,,,,A,,ZSO,SCN12,CNY,CNY,,0986AB1670,后刹车片,,0,SET,SET,SET,,000000,,G2,B5,1,184.77,184.77,184.77,0.00,0.00,0.00,,000310,66A1,SZXRN4,00000000,DAP,Delivered At Place,D780,,BCP,,"""""",,1.00000,184.77,61.59,3.00,3.00,0.00,0.00,-7.82310,184.77,23.62,Y,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,184.77,184.77,23.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,184.77,23.62,184.77,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176766,000020,ZSO,Standard,C,CN20,G1,0118004312,0118403465,0118004312,3397016231BXF,,66A1,20231220,133135,2023-12-20 13:31:35,20231220,133135,2023-12-20 13:31:35,00000000,20231220,20231220,20231229,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231229,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,3397016231,雨刮片,WP-BOSCH-SPEC|11,0,EA,EA,EA,,000000,,O4,QC,1,358.70,358.70,358.70,0.00,0.00,0.00,,000020,66A1,KWERN4,00000000,DAP,Delivered At Place,R259,465898453,EDI/API,,"""""",,1.00000,358.70,35.87,10.00,10.00,0.00,0.00,-7.82310,358.70,45.85,Y,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,358.70,358.70,45.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,358.70,45.85,358.70,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176766,000100,ZSO,Standard,C,CN20,G1,0118004312,0118403465,0118004312,0986T11241HDU,,66A1,20231220,133135,2023-12-20 13:31:35,20231220,133135,2023-12-20 13:31:35,00000000,20231220,20231220,20231229,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231229,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986T11241,后刹车片,BR-BO-BDTSCP|96,0,SET,SET,SET,,000000,,O4,QC,1,490.80,490.80,490.80,0.00,0.00,0.00,,000100,66A1,KWERN4,00000000,DAP,Delivered At Place,R259,465898462,EDI/API,,"""""",,1.00000,490.80,81.80,6.00,6.00,0.00,0.00,-7.82310,490.80,62.74,Y,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,490.80,490.80,62.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,490.80,62.74,490.80,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176770,000370,ZSO,Standard,C,CN20,G1,0118004312,0118403471,0118004312,0986AB6660HDU,,66A1,20231220,133136,2023-12-20 13:31:36,20231220,133152,2023-12-20 13:31:52,00000000,20231220,20231220,20231225,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231225,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986AB6660,刹车后盘,BD-BO-Common|144,0,EA,EA,EA,,000000,,O4,QC,1,160.00,160.00,160.00,0.00,0.00,0.00,,000370,66A1,WUXRN3,00000000,DAP,Delivered At Place,R259,465897719,EDI/API,,"""""",,1.00000,160.00,80.00,2.00,2.00,0.00,0.00,-7.82310,160.00,20.45,Y,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,160.00,160.00,20.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,20.45,160.00,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176814,000090,ZSO,Standard,C,CN20,G1,0118006595,0118404711,0118006595,0986AF0029KZ7,,66A1,20231220,152514,2023-12-20 15:25:14,20231220,152514,2023-12-20 15:25:14,00000000,20231220,20231220,20231228,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231228,00000000,,20231220,C,C,,C,,,,A,,ZSO,SCN11,CNY,CNY,,0986AF0029,环保型机油滤清器,,0,EA,EA,EA,,000000,,G3,CJ,1,439.20,439.20,439.20,0.00,0.00,0.00,,000090,66A1,BEIRN4,00000000,DAP,Delivered at plcae,D554,,BCP,,"""""",,1.00000,439.20,12.20,36.00,36.00,0.00,0.00,-7.82310,439.20,56.14,Y,36.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,439.20,439.20,56.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,439.20,56.14,439.20,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176777,000330,ZSO,Standard,C,CN20,G1,0118004312,0118403460,0118004312,0986T149277CE,,66A1,20231220,133159,2023-12-20 13:31:59,20231220,133159,2023-12-20 13:31:59,00000000,20231220,20231220,20231228,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231228,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,0986T14927,前刹车片,BR-BOSCH-SPECF|40,0,SET,SET,SET,,000000,,O4,QC,1,1021.20,1021.20,1021.20,0.00,0.00,0.00,,000330,66A1,DNGRN4,00000000,DAP,Delivered At Place,R259,465898281,EDI/API,,"""""",,1.00000,1021.20,102.12,10.00,10.00,0.00,0.00,-7.82310,1021.20,130.54,Y,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,1021.20,1021.20,130.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1021.20,130.54,1021.20,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
2001176775,000180,ZSO,Standard,C,CN20,G1,0118004312,0118403468,0118004312,3397016229BXF,,66A1,20231220,133157,2023-12-20 13:31:57,20231220,133208,2023-12-20 13:32:08,00000000,20231220,20231220,20231226,20231220,20231222,20231220,20231222,20231220,20231220,20231222,20231226,00000000,,20231220,C,C,,C,,,,A,,ZSO,KAM3,CNY,CNY,,3397016229,雨刮片,WP-BOSCH-SPEC|9,0,EA,EA,EA,,000000,,O4,QC,1,358.70,358.70,358.70,0.00,0.00,0.00,,000180,66A1,WUURN4,00000000,DAP,Delivered At Place,R259,465898174,EDI/API,,"""""",,1.00000,358.70,35.87,10.00,10.00,0.00,0.00,-7.82310,358.70,45.85,Y,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,358.70,358.70,45.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,358.70,45.85,358.70,0.00,0.00,0.00,0,0,0,0,0,,2023-12-21 06:03:59,202312
